id,Gender,Age group,Concern_Type,Student_Concern,Solution,Department,Sub_Section
708,Female,21-25,Question,How much do I have to pay if I lose a book get from the university library? ,"If a book is lost or damaged, student will be required to either replace the lost or damaged book with an identical one in original form acceptable to the Librarian within a period of one month or the student shall pay SLIIT the replacement cost plus any additional levies imposed by SLIIT as penalty fees",Student Services Department,Public Services Office
709,Female,21-25,Question,How much we need to pay for lending delay?,Students should return the borrowed books on time or else will be required to pay a fine of Rs.115/- per delayed day per book.,Student Services Department,Public Services Office
710,Female,21-25,Question,Can I use references section books? ,Students can use reference section books in the library.,Student Services Department,Public Services Office
711,Male,21-25,Question,Can I borrow the same book for longer periods?,If a member requires the same book to be renewed for a further period of time he/she will allowed to renew the same for another half a period of entitle duration by using the library website.,Student Services Department,Public Services Office
712,Male,21-25,Question,How can I reserve a book online ? ,"Students can reserve books online. Members will get the user name and password for online usage which allows them to search and reserve 
library materials by using the Library OPAC (Online Public Access Catalogue).",Student Services Department,Public Services Office
713,Female,21-25,Question,Is there online book reservation facility in university library? ,"Students can reserve books online. Members will get the user name and password for online usage which allows them to search and reserve 
library materials by using the Library OPAC (Online Public Access Catalogue).",Student Services Department,Public Services Office
714,Female,21-25,Question,When is the library open for students? ,University library opens at university hourse for students.,Student Services Department,Public Services Office
715,Female,21-25,Question,I have lost a book which brought by the library. What should i do now..?,"If a student has lost a book which brought by the library, that student has to inform it to the library management first. After that library management takes the actions regarding that.",Student Services Department,Public Services Office
716,Female,21-25,Question,Is it possible to view/ download resources / books digitally ?,"Library not provide facility to download resources digitally, but library allows students to search and reserve 
library materials online.",Student Services Department,Public Services Office
717,Female,21-25,Question,Can we register only for 1 year to the university library?,"Students can get library membership for any time period. students can obtain Library membership by paying the applicable
refundable deposit to SLIIT and submitting the receipt to the Library along with the duly completed 
application form. However if a student leaves SLIIT for any reason, such a student may claim the refund at the time of 
leaving.",Student Services Department,Public Services Office
718,Female,21-25,Question,Can I burrow more than 3 books from the library?,Students who have a library membership are allowed to borrow one books for the applicable loan period. Books on high demand will be issued for a limited duration during the demanding period. During holidays loan period may be extended.,Student Services Department,Public Services Office
719,Female,21-25,Question,Can i borrow more than two books at once?,Students who have a library membership are allowed to borrow one books for the applicable loan period. Books on high demand will be issued for a limited duration during the demanding period. During holidays loan period may be extended.,Student Services Department,Public Services Office
720,Female,21-25,Question,How to get an internship without any trouble?,You can get help from the career guidance at the university to find a internship. Career guidance unit publishes all the vacancies and opportunities in companies.,Student Services Department,Public Services Office
721,Female,21-25,Request,"It is good to have more washrooms.
",Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
722,Female,21-25,Complaint,"If we need to work in a committee, They are not going to even give any chance for the most suitable person ? All the things happens according to the relationships ....",Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
723,Female,21-25,Question,Does university provide free internet facilities to students? ,University provides free internet facilities to students to their university works. ,Student Services Department,Public Services Office
724,Female,21-25,Question,What will happen if i didn't submit the assignments on the given date? ,"If a student will not be able to submit the assignments on the given data and time, the marks will be reduced.",Student Services Department,Public Services Office
725,Male,21-25,Request,Why can't you increase the quality of the degree rather than increasing the students intake count?,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
726,Male,21-25,Question,"Are students required to have membership to enter the other faculty buildings in the university?

","Students not required to have membership to enter the other faculty buildings in the university.

",Student Services Department,Public Services Office
727,Male,21-25,Question,Does university provide free wifi to students..?,University provides free internet facilities to students to their university works. ,Student Services Department,Public Services Office
728,Male,21-25,Question,Are the other facilities free of charge  for students?,University provides many facilities to students in free of charge. ,Student Services Department,Public Services Office
729,Male,21-25,Question,Is the internet that given by the university is enough for the students?,University provides free internet enough for the registered student.,Student Services Department,Public Services Office
730,Male,21-25,Question,"How can I request a new university identity card?

","If you have valid reason to request an ID, You can go to the office and fill a form and get it easily.",Student Services Department,Public Services Office
731,Male,21-25,Question,"What are the other facilities available in this university?
","University provides transportation, free internet, sports, library and many more facilies to students.",Student Services Department,Public Services Office
732,Male,21-25,Question,"If I need to hold the degree program for some time period, with whom I need to discuss about that?","If students need to hold the degree program for some time period, they can contact Student services office. ",Student Services Department,Public Services Office
733,Female,21-25,Question,Is this facilities mentioned only for the students?,All the university students can use the facilities university provides.,Student Services Department,Public Services Office
734,Female,21-25,Complaint, washrooms are not clean.,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
735,Female,21-25,Question,Does university provides internet facilities to students? ,University provides free internet facilities to students to their university works. ,Student Services Department,Public Services Office
736,Male,21-25,Question,What are the other facilities in our university? ,"University provides many facilities to students like library facilities, transportation facilities, canteen facilities, sports facilities etc. ",Student Services Department,Public Services Office
737,Male,21-25,Question,What are the activities available for leisure?,"Students can do any sports at their leisure times.
",Student Services Department,Public Services Office
738,Female,21-25,Question,Do you have free WiFi facility for all?,University provides free internet facilities to students to their university works. ,Student Services Department,Public Services Office
739,Female,21-25,Question,What is the duration of Studentship at SLIIT?,The duration of “Studentship” at SLIIT is limited to twice the duration of the course for which a student had initially been registered.,Student Services Department,Public Services Office
740,Male,21-25,Question,Can students do the postponement of studentship from one semester to another?,"Requests of students for the postponement of studentship from one semester to another will be entertained by SLIIT, subjected to the conditions governing the payment of course fees.",Student Services Department,Public Services Office
741,Male,21-25,Question,What is the maximum time period for studentship postponement?,Maximum time period for studentship postponement is one year.,Student Services Department,Public Services Office
742,Male,21-25,Question,When to submit the applications to postpone the registration?,Applications to postpone the registration should preferably be submitted before the commencement of a semester or a within four weeks into the semester. (Continuous assessments will be done in the study programmes from the very first week in to the semesters and hence this requirement).,Student Services Department,Public Services Office
743,Male,21-25,Question,"What should have to do, if a student need to extend the postponement for longer than one year?",If a student need to extend the postponement for longer than one year he/she should request for the above within the year of studentship postponement which has been already granted. The approval of extended student postponement beyond one year is upon discretion of the senate.,Student Services Department,Public Services Office
744,Male,21-25,Question,"What happen to the CA marks, when student request a studentship postponement?",CA marks earned during the semester up to the date of postponement of registration will be disregarded.,Student Services Department,Public Services Office
745,Female,21-25,Question,"What happen to the semester fee, when student request a studentship postponement?",The semester fees paid by a student seeking a postponement will be allowed to utilize the same when re-registering; subjected to the condition of paying the balance fees between the semester fee already paid and the semester fee of the year/semester in which the re-registration takes place.,Student Services Department,Public Services Office
746,Female,21-25,Question,"It is mandatory to bring sliit student identity card to university everyday?
",Every student shall carry in his/her possession the Student Identity Card (SIC) issued by SLIIT whilst at SLIIT premises and shall produce the SIC when called upon to do so by a member of the Academic/Administrative or Security Staff of SLIIT.,Student Services Department,Public Services Office
747,Female,21-25,Question,"What happens, if a student fails or refuses to produce his/her SIC on such request?","If a student fails or refuses to produce his/her SIC on such request, he or she may be denied access to the Institute’s premises and facilities.",Student Services Department,Public Services Office
748,Male,21-25,Question,"Is it necessary to retain the student identity card at all times?
",Students must carefully retain the SIC at all times and ensure the details are clearly visible.,Student Services Department,Public Services Office
749,Male,21-25,Question,"What should have to do, if Student’s Identity Card is damaged, lost or misplaced?","If a Student’s Identity Card is damaged, lost or misplaced the student should immediately inform the Student Services Unit. A replacement will be issued on the payment of a fee where applicable.",Student Services Department,Public Services Office
750,Female,25-30,Question,"What is the next step to follow, if Student’s Identity Card is lost or misplaced?","If a Student’s Identity Card is damaged, lost or misplaced the student should immediately inform the Student Services Unit. A replacement will be issued on the payment of a fee where applicable.",Student Services Department,Public Services Office
751,Female,25-30,Question,What is the SLIIT’s Commitment on Sexual and Gender Based Violence?,"SLIIT is committed to the promotion of Gender Equity/Equality (GEE) where all students, academic, administrative and support staff, female and male, enjoy equal opportunities, human rights, and free from all forms of discrimination and harassment. As such members of the Institute have the responsibility of ensuring that it is free from gender inequity and Sexual and Gender Based Violence (SGBV).",Student Services Department,Public Services Office
752,Female,25-30,Question,What are the punishments that entitled for any violated the Disciplinary Code?,"A student who is found to have violated the Disciplinary Code is liable to be subjected to any one or more of the following punishments. A severe warning, A fine and a warning, Suspension of studentship for a specified period or suspension of right to access 
institute’s IT Facilities, Recovering the cost of replacement (in case of damaging Institutional property) with a 
heavy surcharge, A combination of any of the punishments listed above or Expulsion from the Institute.",Student Services Department,Public Services Office
753,Female,25-30,Complaint, washrooms are not clean.,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
754,Male,21-25,Complaint, washrooms are not clean.,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
755,Male,21-25,Complaint, washrooms are not clean.,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
756,Female,21-25,Complaint,Washrooms are not enough,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
757,Male,21-25,Complaint,Washrooms are not enough,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
758,Female,21-25,Complaint,Washrooms are not enough,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
759,Female,21-25,Complaint,Washrooms are not enough,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
760,Male,21-25,Complaint,there are unclean washrooms,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
761,Male,21-25,Complaint,there are unclean washrooms,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
762,Male,21-25,Complaint,there are unclean washrooms,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
763,Male,21-25,Complaint,there are unclean washrooms,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
764,Male,21-25,Complaint,there are AC breakdowns in lecture halls,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
765,Female,21-25,Complaint,there are AC breakdowns in lecture halls,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
766,Female,21-25,Complaint,there are AC breakdowns in lecture halls,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
767,Male,21-25,Complaint,there are AC breakdowns in lecture halls,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
768,Male,21-25,Complaint,there are AC breakdowns in lecture halls,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
769,Male,21-25,Complaint,ACs are not working properly,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
770,Male,21-25,Complaint,ACs are not working properly,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
771,Female,21-25,Complaint,ACs are not working properly,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
772,Male,21-25,Complaint,ACs are not working properly in lecture halls,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
773,Female,21-25,Complaint,ACs are not working properly in classes,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
774,Male,21-25,Complaint,Canteens are not well maintained,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
775,Female,21-25,Complaint,Canteens are not well maintained,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
776,Female,21-25,Complaint,Canteens are not well maintained,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
777,Female,21-25,Complaint,Canteens are not clean ,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
778,Female,21-25,Complaint,Canteens are not clean ,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
779,Male,21-25,Complaint,there are animals inside the canteens,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
780,Female,21-25,Complaint,there are animals inside the canteens,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
781,Female,21-25,Complaint,there are animals inside the canteens,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
782,Female,21-25,Complaint,there are animals inside the canteens,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
783,Male,21-25,Complaint,there are computer breakdowns in labs,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
784,Male,21-25,Complaint,there are computer breakdowns in labs,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
785,Female,21-25,Complaint,there are computer breakdowns in labs,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
786,Female,21-25,Complaint,many computers are breakdown in labs,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
787,Female,21-25,Complaint,many computers are breakdown in labs,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
788,Male,25-30,Complaint,Course works changing over a time,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Academic works management 
789,Male,21-25,Complaint,Course works changing over a time,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Academic works management 
790,Male,21-25,Complaint,Course works changing over a time,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Academic works management 
791,Male,21-25,Complaint,syllabus is changing over a time,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Academic works management 
792,Male,21-25,Complaint,syllabus is changing over a time,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Academic works management 
793,Male,21-25,Complaint,syllabus is changing over a time,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Academic works management 
794,Male,21-25,Complaint,syllabus is changing over a time,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Academic works management 
795,Male,21-25,Complaint,syllabus is changing over a time,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Academic works management 
796,Male,21-25,Complaint,Limited self-study space,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
797,Male,21-25,Complaint,Limited self-study space,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
798,Female,25-30,Complaint,there are limited self-study area,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
799,Female,21-25,Complaint,there are limited self-study area,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
800,Female,21-25,Complaint,there are limited self-study area,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
801,Female,21-25,Complaint,study areas are always pack with students,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
802,Female,21-25,Complaint,study areas are very limited,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
803,Female,21-25,Complaint,Limited library space,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
804,Female,21-25,Complaint,Limited library space,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
805,Female,21-25,Complaint,Limited library space,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
806,Female,21-25,Complaint,Limited library space,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
807,Male,21-25,Complaint,Limited water filters in canteens,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
808,Male,21-25,Complaint,Limited water filters in canteens,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
809,Male,21-25,Complaint,Limited water filters in canteens,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
810,Female,21-25,Complaint,Limited water filters in canteens,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
811,Female,25-30,Complaint,water filters are not enough in the canteens,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
812,Female,21-25,Complaint,water filters are not enough in the canteens,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
813,Female,21-25,Complaint,water filters are not enough in the canteens,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
814,Female,21-25,Complaint,water filters are not enough in the canteens,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
815,Female,21-25,Complaint,Final exam marks are not correct,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Examinations Management Office
816,Female,21-25,Complaint,Final exam marks are not correct,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Examinations Management Office
817,Female,21-25,Complaint,Final exam marks are not correct,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Examinations Management Office
818,Female,21-25,Complaint,Final exam marks are not correct,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Examinations Management Office
819,Female,21-25,Complaint,Final exam marks are not correct,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Examinations Management Office
820,Male,21-25,Complaint,there is a problem with examination grades,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Examinations Management Office
821,Female,16-20,Complaint,there is a problem with examination grades,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Examinations Management Office
822,Female,21-25,Complaint,there is a problem with examination grades,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Examinations Management Office
823,Male,21-25,Complaint,there is a problem with examination grades,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Examinations Management Office
824,Male,21-25,Complaint,final exam grades are not correct,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Examinations Management Office
825,Male,21-25,Complaint,final exam grades are not correct,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Examinations Management Office
826,Male,21-25,Complaint,final exam grades are not correct,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Examinations Management Office
827,Female,21-25,Complaint,final exam grades are not correct,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Examinations Management Office
828,Male,21-25,Complaint,final exam grades are not correct,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Examinations Management Office
829,Female,21-25,Complaint,GPA is not correct,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Examinations Management Office
830,Female,21-25,Complaint,GPA is not correct,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Examinations Management Office
831,Male,21-25,Complaint,GPA is not correct,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Examinations Management Office
832,Female,21-25,Complaint,GPA is not correct,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Examinations Management Office
833,Male,21-25,Complaint,there is a problem in the GPA,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Examinations Management Office
834,Male,21-25,Complaint,there is a problem in the GPA,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Examinations Management Office
835,Female,21-25,Complaint,there is a problem in the GPA,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Examinations Management Office
836,Male,21-25,Complaint,there is a problem in the GPA,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Examinations Management Office
837,Female,21-25,Complaint,Limited computers in Labs,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
838,Female,21-25,Complaint,Limited computers in Labs,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
839,Male,21-25,Complaint,Limited computers in Labs,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
840,Male,21-25,Complaint,there are low amount of computers in Labs,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
841,Female,21-25,Complaint,computers are not enough for a class,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
842,Male,21-25,Complaint,computers are not enough for a class,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
843,Female,21-25,Complaint,computers are not enough for a class,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
844,Female,21-25,Complaint,computers are not enough for a class,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
845,Male,21-25,Complaint,Internet connection problems,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
846,Female,21-25,Complaint,Internet connection problems,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
847,Female,21-25,Complaint,Internet connection problems,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
848,Female,21-25,Complaint,Internet connection problems,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
849,Male,21-25,Complaint,Internet connection problems,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
850,Male,21-25,Complaint,internet is not connecting all the time,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
851,Female,21-25,Complaint,internet is not connecting all the time,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
852,Female,21-25,Complaint,internet is not connecting all the time,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
853,Female,21-25,Complaint,internet is not connecting all the time,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
854,Female,21-25,Complaint,water flowing from ACs,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
855,Male,21-25,Complaint,water flowing from ACs,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
856,Female,16-20,Complaint,water flowing from ACs,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
857,Female,21-25,Complaint,water flowing from ACs,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
858,Male,21-25,Complaint,water flowing from ACs,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
859,Male,21-25,Complaint,Foods are not available at anytime in canteens,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
860,Male,21-25,Complaint,Foods are not available at anytime in canteens,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
861,Female,21-25,Complaint,Foods are not available at anytime in canteens,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
862,Male,21-25,Complaint,Foods are not available at anytime in canteens,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
863,Female,21-25,Complaint,Foods are not available at anytime in canteens,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
864,Female,21-25,Complaint,"Insufficient number of facilities (chairs, desks, tables)",Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
865,Male,21-25,Complaint,"Insufficient number of facilities (chairs, desks, tables)",Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
866,Male,21-25,Complaint,"Insufficient number of facilities (chairs, desks, tables)",Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
867,Male,21-25,Complaint,"Insufficient number of facilities (chairs, desks, tables)",Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
868,Female,21-25,Complaint,"chairs, desks, tables are not enough in classes",Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
869,Male,21-25,Complaint,"chairs, desks, tables are not enough in classes",Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
870,Male,21-25,Complaint,"chairs, desks, tables are not enough in classes",Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
871,Female,21-25,Complaint,"chairs, desks, tables are not enough in classes",Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
872,Male,21-25,Complaint,"chairs, desks, tables are not enough in classes",Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
873,Male,21-25,Complaint,"chairs, desks, tables are not enough in halls",Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
874,Female,21-25,Complaint,"chairs, desks, tables are not enough in halls",Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
875,Male,21-25,Complaint,there are garbage inside canteens,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
876,Male,21-25,Complaint,there are garbage inside canteens,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
877,Male,21-25,Complaint,there are garbage inside canteens,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
878,Female,21-25,Complaint,there are garbage problems inside the canteens,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
879,Male,21-25,Complaint,there are garbage problems inside the canteens,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
880,Female,21-25,Complaint,there are garbage problems inside the canteens,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
881,Male,21-25,Complaint,there are garbage problems ,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
882,Female,21-25,Complaint,there are garbage problems ,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
883,Female,21-25,Complaint,there are garbage problems ,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
884,Female,21-25,Complaint,internship opportunities are not available ,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
885,Female,21-25,Complaint,internship opportunities are not available ,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
886,Female,21-25,Complaint,internship opportunities are not available ,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
887,Male,21-25,Complaint,industrial working issues,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
888,Female,21-25,Complaint,there are long queues infront of the canteen cashiers.,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
889,Female,21-25,Complaint,there are long queues infront of the canteen cashiers.,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
890,Female,21-25,Complaint,there are long queues infront of the canteen cashiers.,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
891,Male,21-25,Complaint,there are many students waiting in the cashiers in lunch break.,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
892,Male,21-25,Complaint,there are many students waiting in the cashiers in lunch break.,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
893,Male,21-25,Request,can you please repair the broken Acs,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
894,Female,21-25,Request,can you please repair the broken Acs,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
895,Female,21-25,Request,can you please repair the broken Acs,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
896,Female,21-25,Request,can you please repair the broken Acs in lecture halls,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
897,Female,21-25,Request,can you please repair the broken Acs in lecture halls,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
898,Female,21-25,Request,can you please repair the broken Acs in lecture halls,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
899,Female,21-25,Request,can you please repair the broken Acs in labs,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
900,Male,21-25,Request,can you please repair the broken Acs in labs,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
901,Female,16-20,Request,can you please repair the broken Acs in labs,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
902,Female,21-25,Request,can you give animal control assistance in canteens.,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
903,Male,21-25,Request,can you give animal control assistance in canteens.,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
