id,Gender,Age_group,Concern_Type,Student_Concern,Solution,Department,Sub_Section
444,Male,21-25,Question,Can I have transport to Maradana?,"University provides transportation facilities from Kolpity to Malabe, Ja Ela to Malabe, Panadura to Malabe and Negombo to Malabe.",Transportation Department,Transportation Management Office
445,Female,21-25,Question,How long the library is open?,University library opens at university hourse.,Library Management Department,Library Management Office
446,Female,21-25,Question,How much do you have to pay in order to get library membership..?,For extended library services students can obtain Library membership by paying the applicable refundable deposit to SLIIT and submitting the receipt to the Library along with the duly completed application form. ,Library Management Department,Library Management Office
447,Female,21-25,Question,What will be the fee to borrow books?,Students can get library membership and get books free from the library and return it to the library before end of the given time period.,Library Management Department,Library Management Office
448,Male,21-25,Question,How can I apply for a library membership..?,For extended library services students can obtain Library membership by paying the applicable refundable deposit to SLIIT and submitting the receipt to the Library along with the duly completed application form. ,Library Management Department,Library Management Office
449,Female,16-20,Question,how many books i can take for a one time..?,Students who have a library membership are allowed to borrow one books for the applicable loan period. Books on high demand will be issued for a limited duration during the demanding period. During holidays loan period may be extended.,Library Management Department,Library Management Office
450,Female,21-25,Request,"it takes some times to find what i want , any new suggestion for that ?",Thank you for your idea. We will direct it to the relevant section of the department.,Library Management Department,Library Management Office
451,Male,21-25,Question,How can I obtain a library membership card?,For extended library services students can obtain Library membership by paying the applicable refundable deposit to SLIIT and submitting the receipt to the Library along with the duly completed application form. ,Library Management Department,Library Management Office
452,Male,21-25,Question,"What happens if someone has not the library cards?
",All students of SLIIT with a valid registration are entitled to use the library for study and reference purposes. Students can refer the library books in the library without the library membership.,Library Management Department,Library Management Office
453,Female,21-25,Question,Why is the library membership process so complex?,University library consist with many more valuable and important books. So library membership process is complex to provide a better security to library books.,Library Management Department,Library Management Office
454,Male,21-25,Question,"How to apply for the library membership?
",For extended library services students can obtain Library membership by paying the applicable refundable deposit to SLIIT and submitting the receipt to the Library along with the duly completed application form. ,Library Management Department,Library Management Office
455,Female,21-25,Question,Do sliit library has books..?,SLIIT Library has books reagarding many categories.,Library Management Department,Library Management Office
456,Female,21-25,Question,Should i pay for the library..?,"For extended library services students can obtain Library membership by paying the applicable refundable deposit to SLIIT and submitting the receipt to the Library along with the duly completed application form. But students may claim the refund of the security deposit after handing over the duly filled application 
available at the library or library web.",Library Management Department,Library Management Office
457,Male,21-25,Question,How much will be charge if the due date for returning materials passed?,Students should return the borrowed books on time or else will be required to pay a fine of Rs.115/- per delayed day per book.,Library Management Department,Library Management Office
458,Male,21-25,Question,Do SLIIT library has books regarding medical category..?,SLIIT Library has books reagarding many categories.,Library Management Department,Library Management Office
459,Male,21-25,Question,How many books can I borrow from my library card..?,Students who have a library membership are allowed to borrow one books for the applicable loan period. Books on high demand will be issued for a limited duration during the demanding period. During holidays loan period may be extended.,Library Management Department,Library Management Office
460,Female,21-25,Question,"Do I have to make any payment when using library facilities?

","After getting the library membership, students can use library facilities for free of charge.",Library Management Department,Library Management Office
461,Male,21-25,Question,"How can i borrow books from the library?
",Students can get library membership and get books free from the library and return it to the library before end of the given time period.,Library Management Department,Library Management Office
462,Male,21-25,Question,How often should a student can borrow books?,Students who have a library membership are allowed to borrow one books for the applicable loan period. Books on high demand will be issued for a limited duration during the demanding period. During holidays loan period may be extended.,Library Management Department,Library Management Office
463,Male,21-25,Question,Is there any routine of studying in the library for students?,"There is not any routine of studying in the library for students. All students using SLIIT library for reading purposes should use the facilities with care and shall ensure 
that the items in the library are not damaged or distorted. ",Library Management Department,Library Management Office
464,Female,21-25,Question,How much do they deposit in university library for membership?,For extended library services students can obtain Library membership by paying the applicable refundable deposit to SLIIT and submitting the receipt to the Library along with the duly completed application form. ,Library Management Department,Library Management Office
465,Male,21-25,Question,How many books can I borrrow at once? ,Students who have a library membership are allowed to borrow one books for the applicable loan period. Books on high demand will be issued for a limited duration during the demanding period. During holidays loan period may be extended,Library Management Department,Library Management Office
466,Male,21-25,Question,How to gain access for the E-library?,Members will get the user name and password for online usage which allows them to search and reserve library materials by using the Library OPAC (Online Public Access Catalogue).,Library Management Department,Library Management Office
467,Female,21-25,Question,Are we allowed to take reference books out of the library? ,Students who have a library membership are allowed to borrow one books for the applicable loan period. Books on high demand will be issued for a limited duration during the demanding period. During holidays loan period may be extended,Library Management Department,Library Management Office
468,Male,21-25,Question,Are photocopy facilities availabile within the library? ,Photocopy facilities are available at the bookshop in the university.,Library Management Department,Library Management Office
469,Male,21-25,Question,For how many days can I taken the book from the library?,Books on high demand will be issued for a limited duration during the demanding period. During holidays loan period may be extended.,Library Management Department,Library Management Office
470,Male,21-25,Question,"If I unable to submit the book before the deadline which I taken from the library, do I have to pay additional payment?","If a student unable to submit a book before the deadline which taken from the library, that students has to pay additional payment for that. Students should return the borrowed books on time or else will be required to pay a fine of 
Rs.115/- per delayed day per book.",Library Management Department,Library Management Office
471,Female,21-25,Question,"If I unable to submit the book before the deadline which I taken from the library, how much I need to pay?",Students should return the borrowed books on time or else will be required to pay a fine of Rs.115/- per delayed day per book.,Library Management Department,Library Management Office
472,Male,21-25,Question,How can i be a member of library?,For extended library services students can obtain Library membership by paying the applicable refundable deposit to SLIIT and submitting the receipt to the Library along with the duly completed application form.,Library Management Department,Library Management Office
473,Female,21-25,Question,What is the penalty if we didn't return the book at time ?,Students should return the borrowed books on time or else will be required to pay a fine of Rs.115/- per delayed day per book.,Library Management Department,Library Management Office
474,Male,21-25,Question,Can you please share us the Wifi password in the library?,"You can refer the library wifi password from the notice board inside the library. Students can access the Wi-Fi facilities 
inside the libraries however; students are urged to use the Wi-Fi facilities for academic purposes only.",Library Management Department,Library Management Office
475,Female,21-25,Question,I have by mistakenly damaged a paper in the book. What am I suppose to do ?,"If a book is lost or damaged, student will be required to either replace the lost or damaged book with an identical one in original form acceptable to the Librarian within a period of one month or the student shall pay SLIIT the replacement cost plus any additional levies imposed by SLIIT as penalty fees.",Library Management Department,Library Management Office
476,Female,21-25,Question,What about the library facilities..?,Students can get library membership and get books free from the library and return it to the library before end of the given time period.,Library Management Department,Library Management Office
477,Female,21-25,Question,Do university library provides any past papers ? ,University library provides pastpapers to students.,Library Management Department,Library Management Office
478,Female,21-25,Question,Do we need to pay any fee to use library facilities ? ,"For extended library services students can obtain Library membership by paying the applicable refundable deposit to SLIIT and submitting the receipt to the Library along with the duly completed application form. Students may claim the refund of the security deposit after handing over the duly filled application 
available at the library or library web.",Library Management Department,Library Management Office
479,Male,21-25,Question,What is the maximum number of books a library member can borrow?,Students who have a library membership are allowed to borrow one books for the applicable loan period. ,Library Management Department,Library Management Office
480,Female,21-25,Question,How many books can carry out?,Students who have a library membership are allowed to borrow one books for the applicable loan period. ,Library Management Department,Library Management Office
481,Female,21-25,Question,How can I get my library membership card? ,For extended library services students can obtain Library membership by paying the applicable refundable deposit to SLIIT and submitting the receipt to the Library along with the duly completed application form.,Library Management Department,Library Management Office
482,Male,21-25,Question,How much is the library membership fee? ,For extended library services students can obtain Library membership by paying the applicable refundable deposit to SLIIT and submitting the receipt to the Library along with the duly completed application form.,Library Management Department,Library Management Office
483,Male,21-25,Question,Can I cancel the library membership at any time?,"Members of the library can cancel the library membership at any time, if they want. However if a student leaves library membership for any reason, such a student may claim the refund at the time of 
leaving.",Library Management Department,Library Management Office
484,Female,21-25,Question,How much do I have to pay if I lose a book get from the university library? ,"If a book is lost or damaged, student will be required to either replace the lost or damaged book with an identical one in original form acceptable to the Librarian within a period of one month or the student shall pay SLIIT the replacement cost plus any additional levies imposed by SLIIT as penalty fees",Library Management Department,Library Management Office
485,Female,21-25,Question,How much we need to pay for lending delay?,Students should return the borrowed books on time or else will be required to pay a fine of Rs.115/- per delayed day per book.,Library Management Department,Library Management Office
486,Female,21-25,Question,Can I use references section books? ,Students can use reference section books in the library.,Library Management Department,Library Management Office
487,Female,21-25,Question,Can I borrow the same book for longer periods?,If a member requires the same book to be renewed for a further period of time he/she will allowed to renew the same for another half a period of entitle duration by using the library website.,Library Management Department,Library Management Office
488,Female,21-25,Question,How can I reserve a book online ? ,"Students can reserve books online. Members will get the user name and password for online usage which allows them to search and reserve 
library materials by using the Library OPAC (Online Public Access Catalogue).",Library Management Department,Library Management Office
489,Female,21-25,Question,Is there online book reservation facility in university library? ,"Students can reserve books online. Members will get the user name and password for online usage which allows them to search and reserve 
library materials by using the Library OPAC (Online Public Access Catalogue).",Library Management Department,Library Management Office
490,Male,21-25,Question,When is the library open for students? ,University library opens at university hourse for students.,Library Management Department,Library Management Office
491,Female,21-25,Question,I have lost a book which brought by the library. What should i do now..?,"If a student has lost a book which brought by the library, that student has to inform it to the library management first. After that library management takes the actions regarding that.",Library Management Department,Library Management Office
492,Male,21-25,Question,Is it possible to view/ download resources / books digitally ?,"Library not provide facility to download resources digitally, but library allows students to search and reserve 
library materials online.",Library Management Department,Library Management Office
493,Female,21-25,Question,Can we register only for 1 year to the university library?,"Students can get library membership for any time period. students can obtain Library membership by paying the applicable
refundable deposit to SLIIT and submitting the receipt to the Library along with the duly completed 
application form. However if a student leaves SLIIT for any reason, such a student may claim the refund at the time of 
leaving.",Library Management Department,Library Management Office
494,Female,21-25,Question,Can I burrow more than 3 books from the library?,Students who have a library membership are allowed to borrow one books for the applicable loan period. Books on high demand will be issued for a limited duration during the demanding period. During holidays loan period may be extended.,Library Management Department,Library Management Office
495,Female,21-25,Question,Can i borrow more than two books at once?,Students who have a library membership are allowed to borrow one books for the applicable loan period. Books on high demand will be issued for a limited duration during the demanding period. During holidays loan period may be extended.,Library Management Department,Library Management Office
496,Female,21-25,Question,How to get an internship without any trouble?,You can get help from the career guidance at the university to find a internship. Career guidance unit publishes all the vacancies and opportunities in companies.,Student Services Department,Public Services Office
497,Female,21-25,Request,"It is good to have more washrooms.
",Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
498,Female,21-25,Complaint,"If we need to work in a committee, They are not going to even give any chance for the most suitable person ? All the things happens according to the relationships ....",Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
499,Male,21-25,Request,Does university provide free internet facilities to students? ,University provides free internet facilities to students to their university works. ,Student Services Department,Public Services Office
500,Female,16-20,Question,What will happen if i didn't submit the assignments on the given date? ,"If a student will not be able to submit the assignments on the given data and time, the marks will be reduced.",Student Services Department,Public Services Office
501,Female,21-25,Request,Why can't you increase the quality of the degree rather than increasing the students intake count?,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
502,Male,21-25,Question,"Are students required to have membership to enter the other faculty buildings in the university?

","Students not required to have membership to enter the other faculty buildings in the university.

",Student Services Department,Public Services Office
503,Male,21-25,Question,Does university provide free wifi to students..?,University provides free internet facilities to students to their university works. ,Student Services Department,Public Services Office
504,Male,21-25,Question,Are the other facilities free of charge  for students?,University provides many facilities to students in free of charge. ,Student Services Department,Public Services Office
505,Male,21-25,Question,Is the internet that given by the university is enough for the students?,University provides free internet enough for the registered student.,Student Services Department,Public Services Office
506,Female,21-25,Question,"How can I request a new university identity card?

","If you have valid reason to request an ID, You can go to the office and fill a form and get it easily.",Student Services Department,Public Services Office
507,Male,21-25,Question,"What are the other facilities available in this university?
","University provides transportation, free internet, sports, library and many more facilies to students.",Student Services Department,Public Services Office
508,Female,21-25,Question,"If I need to hold the degree program for some time period, with whom I need to discuss about that?","If students need to hold the degree program for some time period, they can contact Student services office. ",Student Services Department,Public Services Office
509,Male,21-25,Question,How can students can access/use these facilities?,,Student Services Department,Public Services Office
510,Male,21-25,Question,Is this facilities mentioned only for the students?,All the university students can use the facilities university provides.,Student Services Department,Public Services Office
511,Male,21-25,Complaint,Lot of the times washrooms are not clean.,Thank you for your idea. We will direct it to the relevant section of the department.,Student Services Department,Public Services Office
512,Female,21-25,Question,Does university provides internet facilities to students? ,University provides free internet facilities to students to their university works. ,Student Services Department,Public Services Office
513,Female,21-25,Question,What are the other facilities in our university? ,"University provides many facilities to students like library facilities, transportation facilities, canteen facilities, sports facilities etc. ",Student Services Department,Public Services Office
514,Female,21-25,Question,What are the activities available for leisure?,"Students can do any sports at their leisure times.
",Student Services Department,Public Services Office
515,Male,21-25,Question,Do you have free WiFi facility for all?,University provides free internet facilities to students to their university works. ,Student Services Department,Public Services Office
516,Male,21-25,Question,What is the duration of Studentship at SLIIT?,The duration of �Studentship� at SLIIT is limited to twice the duration of the course for which a student had initially been registered.,Student Services Department,Public Services Office
517,Male,21-25,Question,Can students do the postponement of studentship from one semester to another?,"Request of students for the postponement of studentship from one semester to another will be entertained by SLIIT, subjected to the conditions governing the payment of course fees.",Student Services Department,Public Services Office
518,Male,21-25,Question,What is the maximum time period for studentship postponement?,Maximum time period for studentship postponement is one year.,Student Services Department,Public Services Office
519,Male,21-25,Question,When to submit the applications to postpone the registration?,Applications to postpone the registration should preferably be submitted before the commencement of a semester or a within four weeks into the semester. (Continuous assessments will be done in the study programmes from the very first week in to the semesters and hence this requirement).,Student Services Department,Public Services Office
520,Male,21-25,Question,"What should have to do, if a student need to extend the postponement for longer than one year?",If a student need to extend the postponement for longer than one year he/she should request for the above within the year of studentship postponement which has been already granted. The approval of extended student postponement beyond one year is upon discretion of the senate.,Student Services Department,Public Services Office
521,Male,21-25,Question,"What happen to the CA marks, when stdent request a studentship postponement?",CA marks earned during the semester up to the date of postponement of registration will be disregarded.,Student Services Department,Public Services Office
522,Male,21-25,Question,"What happen to the semester fee, when student request a studentship postponement?",The semester fees paid by a student seeking a postponement will be allowed to utilize the same when re-registering; subjected to the condition of paying the balance fees between the semester fee already paid and the semester fee of the year/semester in which the re-registration takes place.,Student Services Department,Public Services Office
523,Male,21-25,Question,"It is mandetory to bring sliit student identity card to university everyday?
",Every student shall carry in his/her possession the Student Identity Card (SIC) issued by SLIIT whilst at SLIIT premises and shall produce the SIC when called upon to do so by a member of the Academic/Administrative or Security Staff of SLIIT.,Student Services Department,Public Services Office
524,Male,21-25,Question,"What happens, if a student fails or refuses to produce his/her SIC on such request?","If a student fails or refuses to produce his/her SIC on such request, he or she may be denied access to the Institute�s premises and facilities.",Student Services Department,Public Services Office
525,Male,21-25,Question,"Is it necessary to retain the student identity card at all times?
",Students must carefully retain the SIC at all times and ensure the details are clearly visible.,Student Services Department,Public Services Office
526,Male,21-25,Question,"What should have to do, if Student�s Identity Card is damaged, lost or misplaced?","If a Student�s Identity Card is damaged, lost or misplaced the student should immediately inform the Student Services Unit. A replacement will be issued on the payment of a fee where applicable.",Student Services Department,Public Services Office
527,Male,21-25,Question,"What is the next step to follow, if Student�s Identity Card is lost or misplaced?","If a Student�s Identity Card is damaged, lost or misplaced the student should immediately inform the Student Services Unit. A replacement will be issued on the payment of a fee where applicable.",Student Services Department,Public Services Office
528,Male,21-25,Question,What is the SLIIT�s Commitment on Sexual and Gender Based Violence?,"SLIIT is committed to the promotion of Gender Equity/Equality (GEE) where all students, academic, administrative and support staff, female and male, enjoy equal opportunities, human rights, and free from all forms of discrimination and harassment. As such members of the Institute have the responsibility of ensuring that it is free from gender inequity and Sexual and Gender Based Violence (SGBV).",Student Services Department,Public Services Office
529,Male,21-25,Question,What are the punishments that entitled for any violated the Disciplinary Code?,"A student who is found to have violated the Disciplinary Code is liable to be subjected to any one or more of the following punishments. A severe warning, A fine and a warning, Suspension of studentship for a specified period or suspension of right to access 
institute�s IT Facilities, Recovering the cost of replacement (in case of damaging Institutional property) with a 
heavy surcharge, A combination of any of the punishments listed above or Expulsion from the Institute.",Student Services Department,Public Services Office
